letter,word,definition,dialect,sentiment
a,abelyana,adj. tan; nut-brown,tagalog,
a,abenida,n. avenue; wide street,tagalog,
a,abentura,n. adventure,tagalog,
a,abenturera,n. adventuress,tagalog,
a,abenturera,n. adventuress,tagalog,
a,abenturera-ro,n. adventurer; adventuress,tagalog,
a,abenturero,n. adventurer,tagalog,
a,abenturero,n. adventurer,tagalog,
a,abenturosa-so,adj. adventurous,tagalog,positive
a,aberia,aberia n. mechanical trouble (machine/vehicle),tagalog,negative
a,aberya,aberya n. mechanical trouble (machine/vehicle),tagalog,negative
a,abestrus,"n., zoo. ostrich",tagalog,
a,abilidad,abilidad n. ability; talent; shrewdness,tagalog,positive
a,abiso,n. information; notice; notification,tagalog,
a,abisuhan,"(inaabisuhan, inabisuhan, aabisuhan) v., inf. notify; forewarn; tell beforehand",tagalog,
a,abito,abito n. habit; dress of a religious order,tagalog,
a,abitsuwelas,"n., bot. small type of kidney bean",tagalog,
a,abitswelas,"n., bot. variety of kidney beans",tagalog,positive
a,abla,abla n. idle talk; too much talk,tagalog,negative
a,abnormal,abnormal adj. abnormal,tagalog,negative
a,abo,abo n. ash; ashes,tagalog,
a,abog,abog n. 1. notice; 2. noise,tagalog,negative
a,abogado,n. 1. lawyer; attorney; 2. solicitor; lawyer (for government); 3. councel,tagalog,
a,abogasia,abogasia n. law; the legal profession,tagalog,
a,abogasya,abogasya n. law; the legal profession,tagalog,
a,abok,abok n. dust,tagalog,negative
a,abokado,"n., bot. avocado",tagalog,
a,abonado,"adj. ref. to a person who add money to someone else, because he is short of money",tagalog,
a,abono,n. 1. fertilizer; 2. payment in advance,tagalog,
a,abonohan,"(inaabonohan, inabonohan, aabonohan) v., inf. 1. fertilize; 2. disburse or pay in advance",tagalog,
a,aborsiyon,aborsiyon n. abortion,tagalog,
a,abot,abot adj. within reach,tagalog,positive
a,abot,abot n. power; capacity; range,tagalog,positive
a,abot,adj. overtaken; abreast with,tagalog,positive
a,abot ng isang kabisa,"comp., n., mat. linear function",tagalog,
a,abot ng isip,"abot ng isip comp., n. scope; distance the mind can reach",tagalog,
a,abot ng mata,"mata comp., n. visibility",tagalog,
a,abot ng tanaw,"tanaw comp., n. visibility",tagalog,
a,abot ng tingin,"tingin comp., n. visibility",tagalog,
a,abot-dinig,abot-dinig adj. within hearing,tagalog,
a,abot-isip,adv. within mental grasp,tagalog,
a,abot-tanaw,abot-tanaw adj. within seeing distance,tagalog,
a,abot-tanaw,abot-tanaw n. horizon,tagalog,
a,abot-tingin,abot-tingin n. visibility,tagalog,
a,aboy,aboy adj. being driven to a certain place,tagalog,
a,abrasador,abrasador n. leg pillow,tagalog,
a,abrasadurin,"abrasadurin (inaabrasador, inabrasador, aabrasadurin) v., inf. use as leg pillow",tagalog,
a,abrasete,"adj., adv. walking arm-in-arm",tagalog,
a,abrasibo,adj. abrasive,tagalog,negative
a,abrigo,n. overcoat; sweater,tagalog,
a,abriguhan,"(inaabriguhan, inabriguhan, aabriguhan) v., inf. put an overcoat or sweater on someone",tagalog,
a,Abril,Abril n. April (month),tagalog,
a,abrilata,n. can-opener,tagalog,
a,abrisete,"adj., adv. walking arm-in-arm",tagalog,
a,absen,"n., adj. absence [n]; absent [adj.]",tagalog,negative
a,absent,"n., adj. absence [n]; absent [adj.]",tagalog,negative
a,abses,"n., med. abscess",tagalog,
a,abseso,"n., med. abscess",tagalog,
a,absisa,"n., mat. abscissa",tagalog,
a,abstinensiya,abstinensiya n. abstinence,tagalog,
a,abstinensya,abstinensya n. abstinence,tagalog,
a,absulbihan,"absulbihan (inaabsulbihan, inabsulbihan, aabsulbihan) v., inf. absolve",tagalog,
a,absulusyon,absulusyon n. absolution; forgiveness,tagalog,
a,absulutismo,n. absolutism,tagalog,
a,absulutista,n. absolutist,tagalog,
a,absuluto,adj. absolute,tagalog,
a,absuwelto,adj. absolved; acquitted,tagalog,
a,absuweltuhin,"absuweltuhin (inaabsuwelto, inabsuwelto, aabsuweltuhin) v., inf. forgive",tagalog,
a,abswelto,adj. absolved; acquitted,tagalog,
a,abubot,"n. knick-knacks; ornaments, etc.; worthless material",tagalog,negative
a,abugado,n. 1. lawyer; attorney; 2. solicitor (for government); 3. councel,tagalog,
a,abuhan,abuhan n. ash tray,tagalog,
a,abuhin,"abuhin (inaabo, inabo, aabuhin) v., inf. clean with ashes",tagalog,positive
a,abuhin,"abuhin, abuhin adj. ash-colored; grey",tagalog,positive
a,abukado,"n., bot. avocado",tagalog,
a,abukay,"abukay n., zoo. white parrot",tagalog,
a,abuloy,n. 1. financial aid; 2. contribution; 3. money raised by many people; 4. subsidy,tagalog,positive
a,abuluyan,"abuluyan (inaabuluyan, inabuluyan, aabuluyan) v., inf. give some help",tagalog,
a,abuluyan,abuluyan n. mutual aid,tagalog,
a,abunado,"adj. ref. to a person who add money to someone, because he is short of money",tagalog,
a,aburido,"aburido, aburido adj. upset; distrurbed; worried; depressed",tagalog,negative
a,aburiduhin,"aburiduhin (inaabudiro, inabudiro, aaburiduhin) v., inf. upset, disturb or worry",tagalog,negative
a,abusada,adj. abusive (ref. to a person),tagalog,negative
a,abusado,adj. abusive (ref. to a person),tagalog,negative
a,abusera,"adj., n. abusive; one who abuses other's kindness",tagalog,negative
a,abusero,"adj., n. abusive; one who abuses other's kindness",tagalog,negative
a,abuso,n. abuse; maltreatment,tagalog,negative
a,abusuhin,"(inaabuso, inabuso, aabusuhin) v., inf. 1. abuse; 2. take advantage of; 3. ill-treat; 4. rape a woman",tagalog,negative
a,abut-abot,adj. continuous; chain,tagalog,
a,abut-abot na paninigarilyo,"comp., n. chain-smoking",tagalog,
a,abutan,"(inaabutan, inabutan, aabutan) v., inf. overtake someone; catch up",tagalog,positive
a,abutan,"abutan (inaabutan, inabutan, aabutan) v., inf. hand something",tagalog,positive
a,abutan,abutan n. cash on delivery; C.O.D,tagalog,positive
a,abutin,"(inaabot, inabot, aabutin) v., inf. overtake someone; catch up",tagalog,positive
a,abutin,"abutin (inaabot, inabot, aabutin) v., inf. reach for",tagalog,positive
a,abuwela,n. Grandmother,tagalog,
a,abuwelo,n. Grandfather,tagalog,
a,abuy-aboy,abuy-aboy adj. being driven to a certain place,tagalog,
a,abyad,abyad n. job or task in hand,tagalog,
a,abyador,abyador n. aviator; pilot,tagalog,
a,abyarin,"abyarin (inaabyad, inabyad, aabyarin) v., inf. attend to a job, etc.; have a job in hand",tagalog,
a,abyasyon,abyasyon n. aviation,tagalog,
a,abyog,abyog n. swing; dangle,tagalog,
a,ada,n. fairy,tagalog,negative
a,Adarna,"n., zoo. name of a legendary bird",tagalog,positive
a,Adat,n. Law of the Muslim,tagalog,
a,adberb,"n., gram. adverb",tagalog,
a,adberbyo,"n., gram. adverb",tagalog,
a,Adbiyento,n. Advent,tagalog,
a,adelantada,adj. boastful,tagalog,negative
a,adelantado,adj. 1. ahead of time; 2. in advance (e.g. payment); 3. progressive; 4. precocious,tagalog,positive
a,adelanto,n. down payment,tagalog,
a,adelpa,"n., bot. shrub with a flower called oleander",tagalog,
a,adhika,adhika n. ambition; wish; desire,tagalog,
a,adhikain,"adhikain (inaadhika, inadhika, aadhikain) v., inf. work diligently",tagalog,positive
a,adhikain,adhikain n. ambition; wish; desire,tagalog,positive
a,adik,n. addict,tagalog,negative
a,adikto,n. addict,tagalog,negative
a,"adisyon, adisyon",n. addition,tagalog,
a,adisyunal,adisyunal adj. additional,tagalog,
a,Adiyos,Adiyos! intrj. Good-bye!,tagalog,
a,adlaw,n. sun,tagalog,negative
a,administrador,administrador n. administrator,tagalog,
a,administrasyon,administrasyon n. administration,tagalog,
a,admiral,admiral n. admiral,tagalog,
a,adobe,n. heavy clay for making adobe bricks; quarrystone,tagalog,
a,adobo,n. pickled pork or chicken with condiments,tagalog,
a,adobong palaka,"adobong palaka comp., n. frog cooked in vinegar with condiments",tagalog,
a,adolesens,n. adolescence,tagalog,
a,adolesent,adj. adolescent,tagalog,
a,adopsyon,adopsyon n. adoption,tagalog,
a,adorador,adorador n. adorer; worshipper,tagalog,positive
a,adorasyon,adorasyon n. adoration; worship,tagalog,
a,adorno,n. adornment; decoration,tagalog,
a,adornohan,"adornohan (inaadornohan, inadornohan, aadornohan) v., inf. adorn; decorate",tagalog,
a,adres,adres n. 1. address; place of residence; 2. public speech,tagalog,
a,adresan,"adresan (inaadresan, inadresan, aadresan) v., inf. address; place an address on an envelope, etc.",tagalog,
a,adult,"n., adj. adult",tagalog,
a,adulterado,adj. adulterated,tagalog,negative
a,adulterasyon,adulterasyon n. adultaration,tagalog,
a,adulto,"n., adj. adult",tagalog,
a,adwana,n. customs; customhouse,tagalog,
a,adya,adya n. protection and help; deliverance,tagalog,positive
a,adyenda,n. agenda,tagalog,
a,adyo,adyo n. 1. going upstairs; 2. dropping in for a visit when passing by,tagalog,
a,Adyos,Adyos! intrj. Good-bye!,tagalog,
a,adyusan,"adyusan (inaadyusan, inadyusan, aadyusan) v., inf. say good-bye",tagalog,
a,adyusan,adyusan n. act of saying good-bye to one another,tagalog,
a,aeroplano,n. aeroplane; airplane; aircraft,tagalog,
a,aerostatiko,n. aerostatics,tagalog,
a,ag-ag,"adj. sifted, as grain or powder",tagalog,
a,ag-agan,"ag-agan (inaag-agan, inag-agan, aag-agan) v., inf. sift grain or powder",tagalog,
a,aga,n. earliness,tagalog,
a,agaas,agaas n. rustling sound,tagalog,
a,agad,"agad adj. sifted, as grain or powder",tagalog,negative
a,agad,agad adv. 1. immediately; without delay; 2. quickly; forthwith,tagalog,negative
a,agad-agad,agad-agad adv. instantly; unhesitatingly,tagalog,positive
a,agahan,"(inaagahan, inagahan, aagahan) v., inf. make happen early",tagalog,
a,agahan,n. breakfast,tagalog,
a,"agahas, agahas",n. wheeze; sound caused by difficult breathing,tagalog,negative
a,agam-agam,n. 1. reflection; meditation; 2. anxiety; foreboding,tagalog,negative
a,agam-agamin,"(inaagam-agam, inagam-agam, aagam-agamin) v., inf. feel anxiety",tagalog,negative
a,agamagam,n. 1. reflection; meditation; 2. anxiety; foreboding,tagalog,negative
a,agamahan,n. religion,tagalog,
a,agap,adj. punctual; alert; anticipating,tagalog,positive
a,agap,n. 1. quickness; 2. anticipation; advance; 3. prevention,tagalog,positive
a,agapan,"(inaagapan, inagapan, aagapan) v., inf. prevent because of being alert; be always ready",tagalog,positive
a,agapay,"adj., adv. side by side; alongside",tagalog,
a,agapayanan,"(inaagapayanan, inagapayanan, aagapayanan) v., inf. be or stay at the side of",tagalog,
a,agapayang kabit,"comp., n. parallel connection (electr.)",tagalog,
a,agapayang salikop,"comp., n. parallel circuit (electr.)",tagalog,
a,agaran,agaran adj. made at once; used as quickly as supplied,tagalog,
a,agarin,"agarin (inaagad, inagad, aagarin) v., inf. use materials as soon as they are delivered",tagalog,
a,agas,n. miscarriage; accidental abortion,tagalog,negative
a,agas-as,agas-as n. grating or harsh noise,tagalog,negative
a,agasas,agasas n. grating or harsh noise,tagalog,negative
a,agata,"n. agate (geology, mineral)",tagalog,
a,agatat,agatat n. 1. sound when a knife hits bone when cutting meat; 2. squeaking sound; 3. notch,tagalog,negative
a,agaw-aw,agaw-aw n. hateful noise,tagalog,negative
a,agaw-buhay,adj. moribund; in a dying condition,tagalog,negative
a,agaw-dilim,agaw-dilim n. dusk; time just before dark,tagalog,negative
a,agaw-tulog,n. half-sleep; falling asleep,tagalog,negative
a,agawan,"(inaagawan, inagawan, aagawan) v., inf. 1. rob; 2. despoil; plunder; snatch from",tagalog,negative
a,agawan,agawan adj. vieing with one another,tagalog,negative
a,agawin,"(inaagaw, inagaw, aagawin) v., inf. 1. snatch; grab; 2. wrench; 3. wrest; 4. abduct",tagalog,negative
a,agay-ay,n. mountain breeze,tagalog,positive
a,agham,agham n. science; scientific knowledge,tagalog,
a,agham politiko,n. political science,tagalog,
a,aghimo,n. technics; technique,tagalog,
a,aghimuan,n. technology,tagalog,
a,aghimuin,adj. technical,tagalog,
a,agihap,n. sores or eruptions at the corners of the mouth,tagalog,negative
a,agik-ik,agik-ik n. giggle,tagalog,negative
a,agikik,agikik n. giggle,tagalog,
a,agila,agila n. 1. amulet; 2. economy; thrift,tagalog,positive
a,agila,"agila n., zoo. eagle",tagalog,positive
a,agimat,n. belief; amulet; charm,tagalog,positive
a,agimatan,n. economics,tagalog,
a,aginaldo,n. Christmas present,tagalog,
a,aginalduhan,n. Christmas present,tagalog,
a,aging-ing,aging-ing n. 1. warbling of voice as in tremolo; 2. humming sound,tagalog,negative
a,aginging,aginging n. 1. warbling of voice as in tremolo; 2. humming sound,tagalog,negative
a,agit-it,agit-it n. squeak; squeaking sound,tagalog,negative
a,agitit,agitit n. squeak; squeaking sound,tagalog,negative
a,agiw,n. 1. soot; 2. dirty or sooty cobweb,tagalog,negative
a,aglahi,aglahi n. 1. mockery; 2. joke; jest,tagalog,negative
a,aglahiin,"(inaaglahi, inaglahi, aaglahiin) v., inf. jibe, gibe, jeer or scoff",tagalog,negative
a,agnas,agnas n. erosion,tagalog,negative
a,agnasin,"agnasin (inaagnas, inagnas, aagnasin) v., inf. erode; wear away",tagalog,negative
a,agnos,n. locket,tagalog,
a,agnostika,agnostika n. agnostic,tagalog,
a,agnostiko,agnostiko n. agnostic,tagalog,
a,agong,n. musical instrument,tagalog,
a,agos,n. current (of water); flow of liquid or water,tagalog,
a,Agosto,n. August (the month of - ),tagalog,
a,agoy,agoy n. 1. painful movements of the body; 2. shaking of a poorly constructed building,tagalog,negative
a,agpang,agpang adj. fitted; exact; right; adequate; applicable,tagalog,positive
a,agpangan,"agpangan (inaagpang, inagpang, aagpangan) v., inf. fit something with what suits it",tagalog,
a,agrabyado,adj. 1. offended; aggrieved; injured; 2. treated unfairly,tagalog,negative
a,agrabyaduhin,"(inaagrabyado, inagrabyado, aagrabyaduhin) v., inf. offend; treat unfairly",tagalog,negative
a,agrarya,adj. agrarian,tagalog,
a,agraryo,adj. agrarian,tagalog,
a,agrasyada-do,adj. having a work scholarship in a school,tagalog,positive
a,agrerian,adj. agrarian,tagalog,
a,agresibo,adj. aggressive,tagalog,negative
a,agridulse,adj. bittersweet; sour-sweet,tagalog,
a,agrikultor,agrikultor n. agriculturist,tagalog,
a,agrikultura,n. agriculture,tagalog,
a,agrikultural,agrikultural adj. agricultural,tagalog,
a,agrimensor,agrimensor n. land surveyor,tagalog,
a,agtas,"agtas n., adj. rival; opponent",tagalog,negative
a,agting,adj. knotted too tightly,tagalog,negative
a,aguha,n. 1. needle; 2. hand of a watch; 3. needle of a compass,tagalog,
a,aguhilya,n. hairpin,tagalog,negative
a,aguho,"aguho n., bot. tree like a pine",tagalog,positive
a,aguhon,n. 1. compass for direction; 2. compass for drawing circles,tagalog,
a,agunias,agunias n. solemn tolling of church bell for the dying,tagalog,negative
a,agunyas,agunyas n. solemn tolling of church bell for the dying,tagalog,negative
a,agusan,"(inaagusan, inagusan, aagusan) v., inf. flow over something (flood)",tagalog,
a,agwa,n. water,tagalog,positive
a,agwa-bendita,n. holy water,tagalog,positive
a,agwa-plorida,n. scented water,tagalog,
a,agwado,adj. melted; liquefied; watery,tagalog,
a,agwador,agwador n. water carrier,tagalog,
a,agwahe,n. wake of a ship,tagalog,
a,agwanta,agwanta n. self-control,tagalog,negative
a,agwantahin,"agwantahin (inaagwanta, inagwanta, aagwantahin) v., inf. bear; endure; brook",tagalog,
a,agwaras,agwaras n. turpentine,tagalog,
a,agwardiyente,n. alcohol; hard liquor,tagalog,negative
a,agwardyente,n. alcohol; hard liquor,tagalog,negative
a,agwas,"n., zoo. fish known as ""large-scaled mullet""",tagalog,
a,agwasa,"n., med. continuous flow of pus",tagalog,
a,agwat,agwat n. 1. distance; gap; 2. chasm; gap (fig. meaning),tagalog,
a,agwat ng liko,"comp., n. contour interval",tagalog,
a,agwatan,"agwatan (inaagwatan, inagwatan, aagwatan) v., inf. 1. put intervals between things; 2. stop affecting",tagalog,
a,agwatyempo,n. potion given to a sick person,tagalog,negative
a,ahas,"n., zoo. snake; serpent",tagalog,
a,ahasin,ahasin n. dwelling place for snakes,tagalog,
a,ahedres,n. chess (the game),tagalog,
a,ahensiya,ahensiya n. 1. agency; agent's office or district; 2. pawnshop,tagalog,
a,ahensiya-de-empenyos,ahensiya-de-empenyos n. pawnshop,tagalog,
a,ahente,"n. 1. agent; 2. middleman; 3. travelling salesman; 4. person from government checking sales, income, etc.",tagalog,
a,ahente sa seguro,"comp., n. underwriter; insurance agent",tagalog,
a,ahin,"n., pl. things laid on the table for a meal",tagalog,
a,ahit,n. shave; shaving service,tagalog,
a,ahitan,"(inaahitan, inahitan, aahitan) v., inf. shave someone; cut the hair",tagalog,
a,ahitin,"(inaahit, inahit, aahitin) v., inf. shave something off",tagalog,
a,ahon,n. 1. getting out of water; 2. trip to the town; 3. disembarkation ; 4-relief from hardships,tagalog,negative
a,ahunan,ahunan n. 1. way going upward; 2. landing place for small boats,tagalog,
a,ahunin,"(inaahon, inahon, aahunin) v., inf. revome from stove or fire",tagalog,
a,aing. aing,n. moan; complaining with moaning,tagalog,negative
a,aising,n. icing (for cakes),tagalog,
a,akademika,akademika adj. academic; academical,tagalog,
a,akademiko,akademiko n. academician,tagalog,
a,akademista,n. academician,tagalog,
a,akademya,n. academy,tagalog,
a,akala,akala n. idea; belief; presumption; assumption,tagalog,
a,akalain,"(inaakala, inakala, aakalain) v., inf. 1. think; consider; 2. imagine; 3. assume; 4. take into consideration; 5. intend to",tagalog,
a,akap,adj. embraced,tagalog,positive
a,akap,n. embrace; hug,tagalog,positive
a,akapin,"(inaakap, inakap, aakapin) v., inf. embrace; hug",tagalog,positive
a,akasya,aksaya adj. wasteful; wasted,tagalog,negative
a,akasya,"n., bot. acasia",tagalog,negative
a,akauntant,n. accountant,tagalog,
a,akaunting,n. accounting,tagalog,
a,akawntant,n. accountant,tagalog,
a,akawntant,n. accountant,tagalog,
a,akay,adj. led by the hand,tagalog,positive
a,akayan,akayan n. hatch; brood,tagalog,negative
a,akayin,"(inaakay, inakay, aakayin) v., inf. guide, direct or lead (moral/physical)",tagalog,positive
a,akbay,akbay adj. having an arm on the shoulder of someone,tagalog,
a,akbay-akbay,akbay-akbay adj. with the arms on each other's shoulder,tagalog,
a,akbayan,"(inaakbayan, inakbayan, aakbayan) v., inf. escort; support",tagalog,positive
a,akbayan,"akbayan (inaakbayan, inakbayan, aakbayan) v., inf. put an arm over the shoulders of another",tagalog,positive
a,akda,akda n. literary work or coposition; writing,tagalog,positive
a,akibat,"akibat n. strong feeeling (of anger, etc.)",tagalog,positive
a,akibat,n. band from shoulders to the waist as an insignia,tagalog,positive
a,akin,gram. my; mine; belonging to me (poss. pron.),tagalog,
a,akinin,"(inaakin, inakin, aakinin) v., inf. appropriate something for oneself",tagalog,positive
a,akitin,"(inaakit, inakit, aakitin) v., inf. charm or attract",tagalog,positive
a,akkorde,n. chord; three or more notes in music,tagalog,
a,aklamasyon,aklamasyon n. akklamation,tagalog,
a,aklas,aklas n. strike; walkout,tagalog,negative
a,aklasan,n. strike; walkout,tagalog,negative
a,aklat,aklat n. book; tome; volume,tagalog,
a,aklat-talaan,aklat-talaan n. notebook,tagalog,
a,aklatan,n. library; bookshop; place for binding books,tagalog,
a,aklatang nagpapahiram,nagpapahiram n. circulating library,tagalog,
a,aklimatado,adj. acclimatized,tagalog,
a,akma,akma adj. fitted; proper; suited,tagalog,positive
a,akma,akma adj. ready to do something,tagalog,positive
a,akma,akma n. threatening gesture,tagalog,positive
a,akmain,"akmain (inaakma, inakma, aakmain) v., inf. be ready to do something",tagalog,positive
a,akme,n. pinnacle; height,tagalog,positive
a,akne,"n., med. acne; skin eruption",tagalog,
a,ako,ako n. I (pers. pron.),tagalog,positive
a,ako,ako n. promise,tagalog,positive
a,ako mismo,n. I myself,tagalog,
a,ako na rin,comp. I myself,tagalog,
a,akompanya,akompanya n. accompaniment (music),tagalog,
a,akompanyador,akompanyador n. accompanist (music),tagalog,
a,akompanyahan,"akompanyahan (inaakompanyahan, inakompanyahan, aakompanyahan) v., inf. accompany a singer on a musical instrument",tagalog,
a,akompanyamiento,n. accompaniment (music),tagalog,
a,akompanyante,n. accompanist (music),tagalog,
a,akorde,n. chord; harmony [music],tagalog,positive
a,akostiks,n. acoustics (science dealing with sound),tagalog,
a,akrobat,akrobat n. acrobat,tagalog,
a,akrobata,akrobata n. acrobat,tagalog,
a,akrobatik,adj. acrobatic,tagalog,
a,akrobatiko-ka,akrobatiko-ka adj. acrobatic,tagalog,
a,akropobya,n. acrophobia,tagalog,
a,aksaya,aksaya n. waste; lavishment; extravagance,tagalog,negative
a,aksayahin,"aksayahin (inaaksya, inaksaya, aaksayahin) v., inf. waste; dissipate; lose",tagalog,negative
a,akselerador,akselerador n. accelerator,tagalog,
a,aksesoriya,aksesoriya n. apartment,tagalog,
a,aksesoriya,aksesoriya n. apartment,tagalog,
a,aksesorya,n. apartment/house for rent,tagalog,
a,aksesoryo,n. attachment; accessory,tagalog,
a,aksidental,aksidental adj. accidental; not deliberate,tagalog,negative
a,aksidental,aksidental n. something not substantial,tagalog,negative
a,aksidente,n. accident,tagalog,negative
a,aksis,n. axis (axix of a wheel),tagalog,
a,aksiyon,aksiyon n. 1. action; motion; 2. acting in a play; 3. stock; share (in a company),tagalog,
a,aksiyonista,n. stockholder; shareholder,tagalog,
a,aksiyunan,"aksiyunan (inaaksiyunan, inaksiyunan, aaksiyunan) v., inf. take action",tagalog,
a,aksiyunista,n. stockholder; shareholder,tagalog,
a,aksyon,aksyon n. 1. action; motion; 2. acting in a play; 3. stock; share (in a company),tagalog,
a,aksyunan,"aksyunan (inaaksyunan, inaksyunan, aaksyunan) v., inf. take action",tagalog,
a,akta,n. record or minutes of a meeting,tagalog,
a,aktiba,"adj., gram. activ in grammatical term",tagalog,
a,aktiba-bo,adj. active; energetic,tagalog,positive
a,aktibidad,aktibidad n. activity,tagalog,
a,aktibista,n. activist,tagalog,
a,akting,"adj., n. 1. temporaty (adj.); 2. performing in a play, etc. (n)",tagalog,positive
a,Aktinyum,n. Actinium (Ac),tagalog,
a,aktitud,aktitud n. attitude,tagalog,
a,akto,n. 1. act; action; 2. division of a play; 3. law; decree,tagalog,
a,aktor,aktor n. actor,tagalog,
a,aktres,aktres n. actress,tagalog,
a,aktris,aktris n. actress,tagalog,positive
a,aktuhan,"aktuhan (inaaktuhan, inaktuhan, aaktuhan) v., inf. be acted on",tagalog,
a,aktwal,aktwal adj. actual; real,tagalog,
a,akuin,"(inaako, inako, aakuin) v., inf. do something which another should do, to show kindness",tagalog,positive
a,akuin,"(inaako, inako, aakuin) v., inf. stand as guarantee for",tagalog,positive
a,akusado,"adj., n. accused; the accused",tagalog,
a,akusasyon,akusasyon n. accusation in court,tagalog,negative
a,akustika,akustika n. acoustics,tagalog,
a,akustiks,n. acoustics,tagalog,
a,akustiks,n. acoustics,tagalog,
a,akwaryum,n. aquarium,tagalog,
a,akwatik,adj. aquatic,tagalog,
a,akwatika,akwatika n. aquatics,tagalog,
a,akwatiko,akwatiko adj. aquatic,tagalog,
a,akwatiks,n. aquatics,tagalog,
a,akyat,akyat n. 1. rise; ascent; 2. visit; a going upstairs,tagalog,
a,akyat-panaog,akyat-panaog adv. up and down the stairs,tagalog,
a,akyatan,"akyatan (inaakyatan, inakyatan, aakyatan) v., inf. take something upstairs",tagalog,
a,akyatan,n. stairway,tagalog,
a,akyatin,"akyatin (inaakyat, inakyat, aakyatin) v., inf. climb something (tree, etc.)",tagalog,
a,akyatin,n. place/way that slopes up,tagalog,
a,akyatin,n. place/way that slopes up,tagalog,
a,ala,"ala n., pron., coll. 1. nothing; zero; 2. null; 3. without",tagalog,
a,Ala,"Ala! intrj. exclamation of disapprovel or surprise, etc.",tagalog,
a,alaala,alaala adj. worried; anxious,tagalog,negative
a,alaala,n. 1. memory; recollection; 2. remembrance; 3. souvenir; 4. token; trophy,tagalog,negative
a,alab,n. 1. blaze; 2. ardour,tagalog,
a,alabastro,n. alabaster,tagalog,
a,alabok,alabok n. surface dust; dust from the ground,tagalog,negative
a,alabwab,alabwab n. slime; sandy soil,tagalog,negative
a,alaga,alaga adj. well-kept; carefully tended,tagalog,
a,alaga,alaga n. 1. someone/something being cared for or petted; 2. ward (juridical); 3. care,tagalog,
a,alagaan,"(inaalagaan, inalagaan, aalagaan) v., inf. attend to; care for; nurse",tagalog,
a,alagaan,alagaan n. nursery pond (fish),tagalog,
a,alagad,alagad n. 1. follower; 2. disciple; 3. minister; 4. helper; servant,tagalog,
a,alagad ng batas,alagad ng batas n. agent of the law,tagalog,
a,alagain,alagain n. person/thing receiving tender care,tagalog,positive
a,alagang-alaga,alagang-alaga adj. well-kept; carefully tended,tagalog,
a,alagata,"alagata n. 1. constant caution; 2. constant wish, desire or ambition",tagalog,
